EventID,ActorName,TargetName,HostName,ActorID,TargetID,HostID,DyadID,Host_agency,Event_type,Year,Month,Day,Quarter,Eventsummary,Source,Host_agency,Twelve_rule,Announcementform,Crackdownform,Crackdown_dislodged,Crackdown_dislodged_justification,Crackdown_Leadershipdecapitation,Crackdown_Leadershipdecapitation_summary,Crackdown_intrusive,Crackdown_joint,Crackdown_intrusive_joint_summary,Dom_territoryname,Accession_eventclarity,Accession_dateclarity,Pledge_eventclarity,Pledge_dateclarity,Crackdown_eventclarity,Crackdown_dateclarity,Dom_eventclarity,Dom_dateclarity
310,NSCN-IM,India,Myanmar,223,750,775,508,1,Crackdown,2018,7,25,,"(1) ""According to Security officials, Myanmar Army launched an operation against several camps of National Socialist Council of Nagaland-Khaplang (NSCN-K) camps in Myanmar on July 25, reports Nagaland Post. Isak Sumi of NSCN-K in a Facebook post claimed that ‘The on-going standoff between the Myanmar Army and Naga Army has temporarily been resolved without untoward incident but Naga Army had to make a tactical withdrawal. The overall situation is still tense but the Naga Army are re-entrenched again and safe’.""",SATP 2018,1,,,3,,"(1) ""The overall situation is still tense but the Naga Army are re-entrenched again and safe’."" (SATP 2018)",0,,0,0,,,,,,,4,4,,
311,Palipehutu-FNL,Burundi,DR Congo (Zaire),432,516,490,596,,Accession,1998,NA,,1,"(1) ""Despite the CNDD-FDD rebellion forces briefly passing through, from 1998 onwards large parts of the province became strongholds of PALIPEHUTU-FNL""; (2) ""The FNL uses the DRC both as a logistical rear base and as a place where its combatants can rest and recuperate from the harsh circumstances they endure in Burundi.""; (3) ""Palipehutu-FNL operated mainly within Burundi""; (4) ""Having crossed through the DRC, some of the arms end up in the hands of the Palipehutu–FNL which picks them up in the border areas of the DRC and Burundi (Ruzizi plain or Rukoko forest).""",Van Acker 2016: 18; Romkema 2007: 59; UCDP no. 597; Pézard and Florquin 2007,,,,,,,,,,,,,4,4,,,,,,
312,Palipehutu-FNL,Burundi,DR Congo (Zaire),432,516,490,596,0,Crackdown_dislodged,2006,NA,,1,"(1) ""Since MONUC deployed a unit next to a fixed FNL camp in early 2006, the FNL has dispersed its combatants among the local population.""; (2) ""The continued existence of the FNL in the DRC has provided a strong rationale for the Burundian army to conduct counter-insurgency measures in the DRC.""; (3) ""The deployment in the first trimester of 2006 of a MONUC contingent next to the FNL camp led to this camp being abandoned. Since then, FNL combatants apparently live among the civilian population in the Ruzizi Plains bordering Burundi [with] the FNL dispersed and mixed within the population""; (4) ""Burundi forces which frequently crossed the borders claiming to pursue the rebels.""; (5) ""The PALIPEHUTU-FNL is not very active now on DRC territory.""",Romkema 2007: 8; ACCORD 2012; Romkema 2007: 59; Ameir 2008: 72; ICG 2007: 16,0,,,3,,"(1) ""the FNL has dispersed its combatants among the local population.""; (2) ""The PALIPEHUTU-FNL is not very active now on DRC territory.""",0,,1,0,"(1) ""The Burundian army (…) conduct counter-insurgency measures in the DRC.""; (2) ""Burundi forces which frequently crossed the borders claiming to pursue the rebels.""",,,,,,4,4,,
313,Patani insurgents,Thailand,Malaysia,365,800,820,888,,Accession,1961,NA,,4,"(1) ""The Barisan Nasional Pembebasan Patani (BNPP), organized in 1959,  is the oldest Muslim resistance group [in southern Thailand]""; (2) ""BNPP's political leadership remained in Kelantan [Malaysia] (...) which made it easier to operate on both sides of the border (...) [The BNPP] ""enjoyed considerable support from Malaysia's Parti Islam in Kelantan"", but not from the government in Kuala Lumpur; (3) ""Malaysia has (...) a long history of providing refuge for southern Malay Muslims. This has been an explicit policy since at least 1961""",Che Man 1985: 108; ICG 2005: 7; Funston 2010: 249,,,,,,,,,,,,,4,4,,,,,,
314,Patani insurgents,Thailand,Malaysia,365,800,820,888,1,Pledge,1977,1,1,,"(1) ""The change of Thai Prime Minister in the aftermath of the 6 October 1976 military coup was a positive development for Thai-Malaysian cooperation""; (2) ""The October 1976 coup in Thailand which brought the staunchly anti-communist regime of Prime Minister Thanin Kraivichien to power gave a new lease of life to border security cooperation. It led to the signing of a new agreement to replace the 1970 accord (...) `Agreement Between the Government of Malaysia and the Government of Thailand on Border Cooperation,' (...) January 1977 (...) Both sides were granted the right of `hot pursuit' subject to prior approval by the other side for the distance and duration of the border crossing""",Ong 2020: 1360; Acharya 1990: 11,1,,2,,,,,,,,,,,,4,4,,,,
315,Patani insurgents,Thailand,Malaysia,365,800,820,888,1,Crackdown,1977,1,14,,"(1) ""Operation Daoyai Musnah (Big Star) involving some 3,500 Thai-Malaysian troops began on 14 January in an area fifteen miles northwest of Padang Besar""; (2) ""beginning in January 1977 (...) these operations had continued until 1981, involving a total of 22 infantry battalions. Each operation contained 80% of the Malaysian security forces, while 20% were Thai counterparts.""",Ong 2020: 1360; Chulanont 2010: 141,1,,,3,,"""Both sides were granted the right of `hot pursuit' subject to prior approval by the other side for the distance and duration of the border crossing"" (Acharya 1990: 11)",0,"Crackdown was chiefly directed towards the CPM, not Patani separatists (who were, however, training and operating with them).",1,1,"(1) ""Operation Daoyai Musnah (Big Star) involving some 3,500 Thai-Malaysian troops""",,,,,,3,4,,
316,Patani insurgents,Thailand,Malaysia,365,800,820,888,,Toleration,1981,1,,,"(1) ""In 1981, both Thailand and Malaysia ended their combined border operations""; (2) ""When some 1,178 Malay-Muslims from Southern Thailand ""flee from violence"" into Kelantan in January 1981, the new Prime Minister [of Malaysia], Datuk Mahathir, threatened to ""study the background of this mass exodus"" [and refused Thai police access to repatriate them]""",Chulanont 2010: 150; Pitsuwan 1982: 264,,,,,,,,,0,,,,4,4,,,,,,
317,Patani insurgents,Thailand,Malaysia,365,800,820,888,1,Crackdown,1984,2,,,"(1) ""Taksin 8402, 8601, 8602, 8603, and 8704 were unilateral operations. Thai and Malaysian troops launched military attacks against the CPM and Muslim separatists in their territories. Thai troops pressured the CPM to leave their strongholds on Thai side and confronted Malaysian troops on the other side of the border. Malaysian troops also did the same with separatists.""; (2) ""Taksin 8402 was reported to have resulted in the capture of 12 separatist camps and one CPM stronghold. Generally, government officials have claimed success in these operations and believe that the influence and mobility of the armed separatist movement have been drastically reduced""",Chulanont 2010: 149; Algappa 1986: 228,1,,,3,,"""Taksin 8402 was reported to have resulted in the capture of 12 separatist camps (...) government officials have claimed success in these operations and believe that the influence and mobility of the armed separatist movement have been drastically reduced"" (Algappa 1986: 228)",0,"""Taksin 8402 was reported to have resulted in the capture of 12 separatist camps"" (Algappa 1986: 228)",0,0,,,,,,,4,3,,
318,Patani insurgents,Thailand,Malaysia,365,800,820,888,,Toleration,1985,2,,,"(1) ""[Despite agreement at the government level,] in practice the authorities at operational levels were not be able to respond to the governments’ orders without prejudice""",Chulanont 2010: 153,,1,,,,,,,,,,,,,,,,,,
319,Patani insurgents,Thailand,Malaysia,365,800,820,888,1,Pledge,1994,1,16,,"(1) ""The Malaysian government has warned Thai Muslim separatists living in Malaysia to halt terrorist activities against Thailand or face expulsion.""","MAR, 2004",1,,6,,,,,,,,,,,,4,4,,,,
320,Patani insurgents,Thailand,Malaysia,365,800,820,888,,Toleration,1995,1,16,,,,,1,,,,,,,,,,,,,,,,,,
321,Patani insurgents,Thailand,Malaysia,365,800,820,888,1,Pledge,1997,12,,,"(1) ""[In December 1997] the Deputy Foreign Minister, M.R. Sukhumbhand Paribatra, went to Malaysia and met Malaysian Foreign Minister Abdullah Ahmad Badawi to discuss ways to crush the separatist movements. The Malaysian foreign minister said Malaysia was ready to give full cooperation and reiterated its policy to refuse admission to any terrorist group"" (2) ""After economic crisis hit Southeast Asia in [July] 1997, Malaysia had actually stepped up its cooperation to resolve security along the common border.""; (3) ""Kuala Lumpur duly responded with several high-profile arrests of PULO and New PULO members, marking a major shift in the government’s hands-off stance to what it had traditionally referred to as a purely domestic Thai problem. The change in policy (...) came with the specific approval of Mahathir bin Mohamad""",Noiwong 2001: 220; Noiwong 2001: 67; Chalk 2008: 8,1,,5,,,,,,,,,,,,3,2,,,,
322,Patani insurgents,Thailand,Malaysia,365,800,820,888,1,Crackdown_dislodged,1998,1,23,,"(1) ""In January 1998, Malaysia and Thailand launched a joint operation codenamed 'Pitak Tai' to crack down on insurgent outfits""; (2) ""[January 1998 saw] improved border-security cooperation, which (…) resulted in the capture of a number of key individuals, including, notably, Rohman Bazo and Haji Thanam""; (3) ""In January 1998, the three leading figures of the new PULO (the Patani United Liberation Organization) and the military leader of the mainstream PULO were arrested in Malaysia and were handed over by Malaysian forces. Following this close cooperation between Thailand and Malaysia, leading separatist figures, feeling insecure in Malaysia that was once their safe haven, left Malaysia for Saudi Arabia and Sweden.""; (4) ""Within a month following this close cooperation from Malaysia, ten leading separatist figures, who then felt insecure in Malaysia, which was once their safe haven, left the country.""; (5) ""The repatriation of PULO people was the most controversial episode during Prime Minister Mahathir’s administration.""",Bankok Post 2016; Chalk 2008: 7; Noiwong 2001: 67; Noiwong 2001: 220; Chulanont 2010: 167,1,,,2,,"""Following this close cooperation between Thailand and Malaysia, leading separatist figures, feeling insecure in Malaysia that was once their safe haven, left Malaysia for Saudi Arabia and Sweden."" (Noiwong 2001: 7)",1,"""The three leading figures of the new PULO (the Patani United Liberation Organization) and the military leader of the mainstream PULO were arrested in Malaysia"" (Noiwong 2001: 7)",0,1,"(1) ""Malaysia and Thailand launched a joint operation""",,,,,,5,5,,
323,Patani insurgents,Thailand,Thailand,365,800,800,888,,Dom gain,2004,1,,,"(1) ""Since 2004 even ofﬁcials from the TAO [i.e. the administrative organisation] were scared to travel there (…) [At least as early as] January 2004, (...) districts such as Sungai Padi and Joh-Ai-Rong in Narathiwat, or Banang Sata in Yala, were generally avoided by most outsiders, including state ofﬁcials, wherever possible""","McCargo 2008: 158, 162",,,,,,,,,,,,Districts in Narathiwat and Yala,,,,,,,5,4
324,PKK,Turkey,Iran,323,640,630,781,,Accession,1983,NA,,1,"(1) ""The Iranian side of the Shehidan Mountains adjacent to Turkey’s Hakkari province was claimed""; (2) “Relying on its cooperation protocol with the KDP (Kurdistan Democratic Party), which had been signed in Damascus in 1983, the PKK established several camps in the north of Iraq. Because the KDP was then an ally of Iran, Turkey viewed the KDP-PKK agreement as equal to tacit Iranian support for the PKK. Moreover, the PKK increased its presence in the Western Azerbaijan province of Iran, using the mountainous geography of the Turkish-Iranian border through the mid-1980s.”; (3) ""Ankara’s request of a hot-pursuit agreement to follow PKK militants inside Iranian territories was rejected by Tehran.""; (4) ""throughout the [Iran-Iraq war, 1980-1988] war, both Tehran and Damascus provided military, financial, and logistical support to the Kurds.""; (5) ""Iran, because of its ambiguous position vis-a`-vis Kurdish separatism in Turkey and Iraq (but never at home), likewise allowed the PKK to use Iranian territory to open new fronts along Turkey’s eastern frontier.""",Sinkaya 2018: 848-849; Sinkaya 2018: 848; Sinkaya 2018: 848; Bolukbasi 1991: 20; Radu 2001: 53,,,,,,,,,,,,,4,4,,,,,,
